"","ROI95lo","ROIavg","fractaken","numtaken","badProb","interest","intceil"
"1060"," 0.06210","0.0654","2.39e-02","12695","0.1050","0.125","0.150"
"1061"," 0.06340","0.0663","2.90e-02","15412","0.1050","0.120","0.150"
"1062"," 0.06420","0.0667","3.81e-02","20231","0.1050","0.115","0.150"
"1063"," 0.06380","0.0660","4.62e-02","24550","0.1050","0.110","0.150"
"1064"," 0.06420","0.0661","5.91e-02","31358","0.1050","0.105","0.150"
"1065"," 0.06430","0.0662","6.34e-02","33673","0.1050","0.100","0.150"
"1066"," 0.06300","0.0646","7.51e-02","39896","0.1050","0.095","0.150"
"1067"," 0.06200","0.0634","9.29e-02","49319","0.1050","0.090","0.150"
"1068"," 0.05340","0.0610","5.41e-03"," 2870","0.1075","0.140","0.150"
"1069"," 0.05520","0.0603","1.13e-02"," 5993","0.1075","0.135","0.150"
"1070"," 0.05810","0.0623","1.64e-02"," 8688","0.1075","0.130","0.150"
"1071"," 0.06090","0.0641","2.57e-02","13640","0.1075","0.125","0.150"
"1072"," 0.06230","0.0651","3.12e-02","16562","0.1075","0.120","0.150"
"1073"," 0.06340","0.0658","4.09e-02","21725","0.1075","0.115","0.150"
"1074"," 0.06270","0.0649","4.96e-02","26319","0.1075","0.110","0.150"
"1075"," 0.06320","0.0650","6.33e-02","33632","0.1075","0.105","0.150"
"1076"," 0.06340","0.0651","6.79e-02","36077","0.1075","0.100","0.150"
"1077"," 0.06210","0.0637","8.04e-02","42693","0.1075","0.095","0.150"
"1078"," 0.06110","0.0625","9.91e-02","52627","0.1075","0.090","0.150"
"1079"," 0.05500","0.0623","5.79e-03"," 3074","0.1100","0.140","0.150"
"1080"," 0.05520","0.0602","1.22e-02"," 6454","0.1100","0.135","0.150"
"1081"," 0.05840","0.0624","1.76e-02"," 9327","0.1100","0.130","0.150"
"1082"," 0.06110","0.0642","2.75e-02","14594","0.1100","0.125","0.150"
"1083"," 0.06240","0.0652","3.33e-02","17703","0.1100","0.120","0.150"
"1084"," 0.06320","0.0655","4.37e-02","23194","0.1100","0.115","0.150"
"1085"," 0.06210","0.0642","5.29e-02","28097","0.1100","0.110","0.150"
"1086"," 0.06260","0.0644","6.75e-02","35861","0.1100","0.105","0.150"
"1087"," 0.06280","0.0645","7.24e-02","38450","0.1100","0.100","0.150"
"1088"," 0.06160","0.0631","8.56e-02","45446","0.1100","0.095","0.150"
"1089"," 0.06060","0.0619","1.05e-01","55939","0.1100","0.090","0.150"
"1090","-0.01300","0.0605","6.59e-05","   35","0.0300","0.140","0.155"
"1091"," 0.03830","0.0816","1.47e-04","   78","0.0300","0.135","0.155"
"1092"," 0.03740","0.0738","2.20e-04","  117","0.0300","0.130","0.155"
"1093"," 0.04870","0.0772","3.39e-04","  180","0.0300","0.125","0.155"
"1094"," 0.05350","0.0790","3.97e-04","  211","0.0300","0.120","0.155"
"1095"," 0.06950","0.0891","5.41e-04","  287","0.0300","0.115","0.155"
"1096"," 0.07210","0.0887","6.84e-04","  363","0.0300","0.110","0.155"
"1097"," 0.06690","0.0818","8.95e-04","  475","0.0300","0.105","0.155"
"1098"," 0.06970","0.0834","9.87e-04","  524","0.0300","0.100","0.155"
"1099"," 0.06630","0.0784","1.24e-03","  659","0.0300","0.095","0.155"
"1100"," 0.06530","0.0755","1.60e-03","  848","0.0300","0.090","0.155"
"1101"," 0.02270","0.0812","8.66e-05","   46","0.0325","0.140","0.155"
"1102"," 0.04200","0.0801","1.96e-04","  104","0.0325","0.135","0.155"
"1103"," 0.03770","0.0707","2.84e-04","  151","0.0325","0.130","0.155"
"1104"," 0.05340","0.0782","4.43e-04","  235","0.0325","0.125","0.155"
"1105"," 0.05580","0.0782","5.12e-04","  272","0.0325","0.120","0.155"
"1106"," 0.06830","0.0860","6.93e-04","  368","0.0325","0.115","0.155"
"1107"," 0.07250","0.0872","8.87e-04","  471","0.0325","0.110","0.155"
"1108"," 0.06900","0.0820","1.16e-03","  617","0.0325","0.105","0.155"
"1109"," 0.07120","0.0831","1.29e-03","  683","0.0325","0.100","0.155"
"1110"," 0.06940","0.0799","1.60e-03","  852","0.0325","0.095","0.155"
"1111"," 0.06730","0.0761","2.08e-03"," 1103","0.0325","0.090","0.155"
"1112"," 0.04610","0.0945","1.09e-04","   58","0.0350","0.140","0.155"
"1113"," 0.04650","0.0804","2.39e-04","  127","0.0350","0.135","0.155"
"1114"," 0.04880","0.0770","3.56e-04","  189","0.0350","0.130","0.155"
"1115"," 0.05990","0.0811","5.76e-04","  306","0.0350","0.125","0.155"
"1116"," 0.06050","0.0799","6.70e-04","  356","0.0350","0.120","0.155"
"1117"," 0.06870","0.0844","8.89e-04","  472","0.0350","0.115","0.155"
"1118"," 0.07360","0.0867","1.12e-03","  597","0.0350","0.110","0.155"
"1119"," 0.06960","0.0811","1.49e-03","  789","0.0350","0.105","0.155"
"1120"," 0.07190","0.0825","1.64e-03","  872","0.0350","0.100","0.155"
"1121"," 0.06920","0.0784","2.08e-03"," 1106","0.0350","0.095","0.155"
"1122"," 0.06660","0.0743","2.70e-03"," 1433","0.0350","0.090","0.155"
"1123"," 0.03360","0.0806","1.32e-04","   70","0.0375","0.140","0.155"
"1124"," 0.04630","0.0773","2.88e-04","  153","0.0375","0.135","0.155"
"1125"," 0.04750","0.0736","4.28e-04","  227","0.0375","0.130","0.155"
"1126"," 0.06310","0.0819","7.14e-04","  379","0.0375","0.125","0.155"
"1127"," 0.06390","0.0810","8.32e-04","  442","0.0375","0.120","0.155"
"1128"," 0.07270","0.0865","1.11e-03","  591","0.0375","0.115","0.155"
"1129"," 0.07610","0.0877","1.41e-03","  747","0.0375","0.110","0.155"
"1130"," 0.07240","0.0823","1.91e-03"," 1012","0.0375","0.105","0.155"
"1131"," 0.07470","0.0838","2.11e-03"," 1121","0.0375","0.100","0.155"
"1132"," 0.07030","0.0784","2.66e-03"," 1412","0.0375","0.095","0.155"
"1133"," 0.06820","0.0751","3.43e-03"," 1823","0.0375","0.090","0.155"
"1134"," 0.01700","0.0635","1.77e-04","   94","0.0400","0.140","0.155"
"1135"," 0.04710","0.0757","3.71e-04","  197","0.0400","0.135","0.155"
"1136"," 0.04480","0.0688","5.61e-04","  298","0.0400","0.130","0.155"
"1137"," 0.06370","0.0805","9.27e-04","  492","0.0400","0.125","0.155"
"1138"," 0.06730","0.0822","1.10e-03","  586","0.0400","0.120","0.155"
"1139"," 0.07370","0.0859","1.45e-03","  768","0.0400","0.115","0.155"
"1140"," 0.07650","0.0869","1.79e-03","  953","0.0400","0.110","0.155"
"1141"," 0.07340","0.0824","2.39e-03"," 1269","0.0400","0.105","0.155"
"1142"," 0.07440","0.0827","2.63e-03"," 1394","0.0400","0.100","0.155"
"1143"," 0.07100","0.0782","3.31e-03"," 1757","0.0400","0.095","0.155"
"1144"," 0.06900","0.0751","4.29e-03"," 2277","0.0400","0.090","0.155"
"1145"," 0.01520","0.0578","2.17e-04","  115","0.0425","0.140","0.155"
"1146"," 0.04960","0.0757","4.41e-04","  234","0.0425","0.135","0.155"
"1147"," 0.04670","0.0683","6.87e-04","  365","0.0425","0.130","0.155"
"1148"," 0.06670","0.0815","1.15e-03","  612","0.0425","0.125","0.155"
"1149"," 0.06910","0.0822","1.38e-03","  734","0.0425","0.120","0.155"
"1150"," 0.07340","0.0843","1.81e-03","  963","0.0425","0.115","0.155"
"1151"," 0.07620","0.0855","2.26e-03"," 1198","0.0425","0.110","0.155"
"1152"," 0.07250","0.0806","2.99e-03"," 1588","0.0425","0.105","0.155"
"1153"," 0.07380","0.0813","3.28e-03"," 1739","0.0425","0.100","0.155"
"1154"," 0.07090","0.0775","4.10e-03"," 2179","0.0425","0.095","0.155"
"1155"," 0.06930","0.0748","5.33e-03"," 2832","0.0425","0.090","0.155"
"1156"," 0.02070","0.0581","2.66e-04","  141","0.0450","0.140","0.155"
"1157"," 0.05590","0.0788","5.37e-04","  285","0.0450","0.135","0.155"
"1158"," 0.05510","0.0741","8.19e-04","  435","0.0450","0.130","0.155"
"1159"," 0.06810","0.0814","1.39e-03","  737","0.0450","0.125","0.155"
"1160"," 0.07140","0.0830","1.69e-03","  898","0.0450","0.120","0.155"
"1161"," 0.07590","0.0855","2.21e-03"," 1174","0.0450","0.115","0.155"
"1162"," 0.07470","0.0833","2.76e-03"," 1466","0.0450","0.110","0.155"
"1163"," 0.07130","0.0786","3.65e-03"," 1940","0.0450","0.105","0.155"
"1164"," 0.07250","0.0794","4.02e-03"," 2135","0.0450","0.100","0.155"
"1165"," 0.06900","0.0751","5.00e-03"," 2653","0.0450","0.095","0.155"
"1166"," 0.06770","0.0728","6.53e-03"," 3465","0.0450","0.090","0.155"
"1167"," 0.02990","0.0614","3.43e-04","  182","0.0475","0.140","0.155"
"1168"," 0.06300","0.0823","6.89e-04","  366","0.0475","0.135","0.155"
"1169"," 0.05970","0.0761","1.03e-03","  548","0.0475","0.130","0.155"
"1170"," 0.07170","0.0833","1.69e-03","  898","0.0475","0.125","0.155"
"1171"," 0.07420","0.0844","2.06e-03"," 1092","0.0475","0.120","0.155"
"1172"," 0.07850","0.0871","2.68e-03"," 1421","0.0475","0.115","0.155"
"1173"," 0.07690","0.0845","3.33e-03"," 1767","0.0475","0.110","0.155"
"1174"," 0.07430","0.0809","4.38e-03"," 2324","0.0475","0.105","0.155"
"1175"," 0.07550","0.0816","4.82e-03"," 2557","0.0475","0.100","0.155"
"1176"," 0.07150","0.0769","5.99e-03"," 3178","0.0475","0.095","0.155"
"1177"," 0.06960","0.0741","7.83e-03"," 4160","0.0475","0.090","0.155"
"1178"," 0.03490","0.0634","4.18e-04","  222","0.0500","0.140","0.155"
"1179"," 0.06670","0.0840","8.49e-04","  451","0.0500","0.135","0.155"
"1180"," 0.06270","0.0774","1.25e-03","  665","0.0500","0.130","0.155"
"1181"," 0.07200","0.0827","2.02e-03"," 1074","0.0500","0.125","0.155"
"1182"," 0.07460","0.0840","2.48e-03"," 1316","0.0500","0.120","0.155"
"1183"," 0.07870","0.0865","3.24e-03"," 1719","0.0500","0.115","0.155"
"1184"," 0.07790","0.0848","4.02e-03"," 2132","0.0500","0.110","0.155"
"1185"," 0.07650","0.0824","5.27e-03"," 2796","0.0500","0.105","0.155"
"1186"," 0.07620","0.0818","5.78e-03"," 3071","0.0500","0.100","0.155"
"1187"," 0.07280","0.0777","7.17e-03"," 3808","0.0500","0.095","0.155"
"1188"," 0.07020","0.0744","9.34e-03"," 4960","0.0500","0.090","0.155"
"1189"," 0.04750","0.0725","4.97e-04","  264","0.0525","0.140","0.155"
"1190"," 0.07380","0.0892","1.01e-03","  535","0.0525","0.135","0.155"
"1191"," 0.06890","0.0820","1.49e-03","  793","0.0525","0.130","0.155"
"1192"," 0.07450","0.0843","2.40e-03"," 1274","0.0525","0.125","0.155"
"1193"," 0.07510","0.0837","2.95e-03"," 1568","0.0525","0.120","0.155"
"1194"," 0.07830","0.0855","3.85e-03"," 2046","0.0525","0.115","0.155"
"1195"," 0.07840","0.0847","4.79e-03"," 2542","0.0525","0.110","0.155"
"1196"," 0.07660","0.0820","6.29e-03"," 3339","0.0525","0.105","0.155"
"1197"," 0.07670","0.0817","6.88e-03"," 3654","0.0525","0.100","0.155"
"1198"," 0.07310","0.0776","8.47e-03"," 4495","0.0525","0.095","0.155"
"1199"," 0.07080","0.0746","1.10e-02"," 5848","0.0525","0.090","0.155"
"1200"," 0.05110","0.0731","6.27e-04","  333","0.0550","0.140","0.155"
"1201"," 0.07370","0.0879","1.21e-03","  642","0.0550","0.135","0.155"
"1202"," 0.07140","0.0833","1.79e-03","  950","0.0550","0.130","0.155"
"1203"," 0.07540","0.0843","2.86e-03"," 1518","0.0550","0.125","0.155"
"1204"," 0.07610","0.0840","3.50e-03"," 1861","0.0550","0.120","0.155"
"1205"," 0.07820","0.0848","4.61e-03"," 2450","0.0550","0.115","0.155"
"1206"," 0.07790","0.0837","5.68e-03"," 3016","0.0550","0.110","0.155"
"1207"," 0.07620","0.0812","7.41e-03"," 3934","0.0550","0.105","0.155"
"1208"," 0.07610","0.0808","8.10e-03"," 4301","0.0550","0.100","0.155"
"1209"," 0.07220","0.0764","9.97e-03"," 5296","0.0550","0.095","0.155"
"1210"," 0.07020","0.0738","1.29e-02"," 6846","0.0550","0.090","0.155"
"1211"," 0.05550","0.0757","7.12e-04","  378","0.0575","0.140","0.155"
"1212"," 0.07480","0.0879","1.40e-03","  744","0.0575","0.135","0.155"
"1213"," 0.07430","0.0851","2.09e-03"," 1109","0.0575","0.130","0.155"
"1214"," 0.07790","0.0861","3.31e-03"," 1760","0.0575","0.125","0.155"
"1215"," 0.07820","0.0854","4.06e-03"," 2156","0.0575","0.120","0.155"
"1216"," 0.07930","0.0853","5.36e-03"," 2846","0.0575","0.115","0.155"
"1217"," 0.07910","0.0844","6.60e-03"," 3505","0.0575","0.110","0.155"
"1218"," 0.07750","0.0820","8.66e-03"," 4599","0.0575","0.105","0.155"
"1219"," 0.07690","0.0812","9.44e-03"," 5014","0.0575","0.100","0.155"
"1220"," 0.07310","0.0770","1.16e-02"," 6151","0.0575","0.095","0.155"
"1221"," 0.07110","0.0744","1.50e-02"," 7948","0.0575","0.090","0.155"
"1222"," 0.05790","0.0769","8.10e-04","  430","0.0600","0.140","0.155"
"1223"," 0.07530","0.0876","1.61e-03","  856","0.0600","0.135","0.155"
"1224"," 0.07390","0.0839","2.41e-03"," 1279","0.0600","0.130","0.155"
"1225"," 0.07640","0.0841","3.81e-03"," 2024","0.0600","0.125","0.155"
"1226"," 0.07700","0.0837","4.68e-03"," 2485","0.0600","0.120","0.155"
"1227"," 0.07750","0.0832","6.19e-03"," 3285","0.0600","0.115","0.155"
"1228"," 0.07800","0.0829","7.61e-03"," 4039","0.0600","0.110","0.155"
"1229"," 0.07650","0.0807","9.98e-03"," 5298","0.0600","0.105","0.155"
"1230"," 0.07610","0.0801","1.09e-02"," 5787","0.0600","0.100","0.155"
"1231"," 0.07240","0.0760","1.34e-02"," 7092","0.0600","0.095","0.155"
"1232"," 0.07020","0.0732","1.72e-02"," 9133","0.0600","0.090","0.155"
"1233"," 0.06680","0.0834","9.91e-04","  526","0.0625","0.140","0.155"
"1234"," 0.07790","0.0890","1.94e-03"," 1031","0.0625","0.135","0.155"
"1235"," 0.07490","0.0842","2.84e-03"," 1509","0.0625","0.130","0.155"
"1236"," 0.07660","0.0837","4.44e-03"," 2360","0.0625","0.125","0.155"
"1237"," 0.07730","0.0835","5.43e-03"," 2882","0.0625","0.120","0.155"
"1238"," 0.07760","0.0828","7.16e-03"," 3803","0.0625","0.115","0.155"
"1239"," 0.07710","0.0818","8.79e-03"," 4667","0.0625","0.110","0.155"
"1240"," 0.07580","0.0798","1.15e-02"," 6111","0.0625","0.105","0.155"
"1241"," 0.07560","0.0793","1.25e-02"," 6650","0.0625","0.100","0.155"
"1242"," 0.07180","0.0752","1.53e-02"," 8111","0.0625","0.095","0.155"
"1243"," 0.06990","0.0727","1.96e-02","10404","0.0625","0.090","0.155"
"1244"," 0.06690","0.0823","1.15e-03","  613","0.0650","0.140","0.155"
"1245"," 0.07660","0.0870","2.25e-03"," 1193","0.0650","0.135","0.155"
"1246"," 0.07380","0.0825","3.29e-03"," 1746","0.0650","0.130","0.155"
"1247"," 0.07540","0.0821","5.14e-03"," 2729","0.0650","0.125","0.155"
"1248"," 0.07680","0.0827","6.23e-03"," 3308","0.0650","0.120","0.155"
"1249"," 0.07750","0.0825","8.18e-03"," 4344","0.0650","0.115","0.155"
"1250"," 0.07660","0.0810","1.00e-02"," 5321","0.0650","0.110","0.155"
"1251"," 0.07540","0.0792","1.31e-02"," 6956","0.0650","0.105","0.155"
"1252"," 0.07500","0.0786","1.42e-02"," 7551","0.0650","0.100","0.155"
"1253"," 0.07170","0.0749","1.73e-02"," 9204","0.0650","0.095","0.155"
"1254"," 0.07010","0.0728","2.22e-02","11796","0.0650","0.090","0.155"
"1255"," 0.07160","0.0858","1.32e-03","  701","0.0675","0.140","0.155"
"1256"," 0.07850","0.0881","2.57e-03"," 1367","0.0675","0.135","0.155"
"1257"," 0.07580","0.0837","3.74e-03"," 1987","0.0675","0.130","0.155"
"1258"," 0.07640","0.0826","5.89e-03"," 3126","0.0675","0.125","0.155"
"1259"," 0.07740","0.0829","7.15e-03"," 3794","0.0675","0.120","0.155"
"1260"," 0.07700","0.0816","9.35e-03"," 4965","0.0675","0.115","0.155"
"1261"," 0.07580","0.0800","1.15e-02"," 6082","0.0675","0.110","0.155"
"1262"," 0.07440","0.0779","1.49e-02"," 7934","0.0675","0.105","0.155"
"1263"," 0.07440","0.0777","1.62e-02"," 8611","0.0675","0.100","0.155"
"1264"," 0.07130","0.0743","1.97e-02","10449","0.0675","0.095","0.155"
"1265"," 0.06960","0.0721","2.52e-02","13371","0.0675","0.090","0.155"
"1266"," 0.07110","0.0845","1.50e-03","  797","0.0700","0.140","0.155"
"1267"," 0.07660","0.0858","2.89e-03"," 1534","0.0700","0.135","0.155"
"1268"," 0.07370","0.0813","4.20e-03"," 2229","0.0700","0.130","0.155"
"1269"," 0.07490","0.0808","6.61e-03"," 3510","0.0700","0.125","0.155"
"1270"," 0.07610","0.0813","8.02e-03"," 4259","0.0700","0.120","0.155"
"1271"," 0.07500","0.0794","1.05e-02"," 5583","0.0700","0.115","0.155"
"1272"," 0.07410","0.0781","1.29e-02"," 6843","0.0700","0.110","0.155"
"1273"," 0.07290","0.0763","1.68e-02"," 8918","0.0700","0.105","0.155"
"1274"," 0.07290","0.0761","1.82e-02"," 9672","0.0700","0.100","0.155"
"1275"," 0.07050","0.0733","2.21e-02","11719","0.0700","0.095","0.155"
"1276"," 0.06880","0.0712","2.82e-02","14977","0.0700","0.090","0.155"
"1277"," 0.06790","0.0807","1.68e-03","  894","0.0725","0.140","0.155"
"1278"," 0.07260","0.0815","3.27e-03"," 1736","0.0725","0.135","0.155"
"1279"," 0.07190","0.0792","4.76e-03"," 2526","0.0725","0.130","0.155"
"1280"," 0.07450","0.0801","7.45e-03"," 3956","0.0725","0.125","0.155"
"1281"," 0.07550","0.0805","9.02e-03"," 4790","0.0725","0.120","0.155"
"1282"," 0.07430","0.0785","1.18e-02"," 6251","0.0725","0.115","0.155"
"1283"," 0.07350","0.0772","1.44e-02"," 7662","0.0725","0.110","0.155"
"1284"," 0.07230","0.0755","1.88e-02"," 9981","0.0725","0.105","0.155"
"1285"," 0.07220","0.0753","2.04e-02","10830","0.0725","0.100","0.155"
"1286"," 0.06990","0.0726","2.47e-02","13094","0.0725","0.095","0.155"
"1287"," 0.06820","0.0705","3.14e-02","16682","0.0725","0.090","0.155"
"1288"," 0.06680","0.0788","1.90e-03"," 1011","0.0750","0.140","0.155"
"1289"," 0.07040","0.0788","3.69e-03"," 1961","0.0750","0.135","0.155"
"1290"," 0.07020","0.0772","5.33e-03"," 2830","0.0750","0.130","0.155"
"1291"," 0.07280","0.0781","8.30e-03"," 4407","0.0750","0.125","0.155"
"1292"," 0.07430","0.0790","1.01e-02"," 5348","0.0750","0.120","0.155"
"1293"," 0.07360","0.0776","1.32e-02"," 7006","0.0750","0.115","0.155"
"1294"," 0.07280","0.0764","1.61e-02"," 8545","0.0750","0.110","0.155"
"1295"," 0.07180","0.0749","2.09e-02","11104","0.0750","0.105","0.155"
"1296"," 0.07170","0.0746","2.27e-02","12046","0.0750","0.100","0.155"
"1297"," 0.06970","0.0723","2.74e-02","14542","0.0750","0.095","0.155"
"1298"," 0.06810","0.0703","3.48e-02","18476","0.0750","0.090","0.155"
"1299"," 0.06700","0.0783","2.14e-03"," 1137","0.0775","0.140","0.155"
"1300"," 0.06730","0.0754","4.16e-03"," 2207","0.0775","0.135","0.155"
"1301"," 0.06700","0.0736","6.01e-03"," 3191","0.0775","0.130","0.155"
"1302"," 0.07070","0.0759","9.31e-03"," 4944","0.0775","0.125","0.155"
"1303"," 0.07270","0.0772","1.13e-02"," 5997","0.0775","0.120","0.155"
"1304"," 0.07230","0.0761","1.47e-02"," 7824","0.0775","0.115","0.155"
"1305"," 0.07180","0.0752","1.80e-02"," 9533","0.0775","0.110","0.155"
"1306"," 0.07140","0.0743","2.33e-02","12372","0.0775","0.105","0.155"
"1307"," 0.07130","0.0741","2.53e-02","13418","0.0775","0.100","0.155"
"1308"," 0.06950","0.0719","3.04e-02","16165","0.0775","0.095","0.155"
"1309"," 0.06750","0.0696","3.86e-02","20498","0.0775","0.090","0.155"
"1310"," 0.06460","0.0755","2.36e-03"," 1254","0.0800","0.140","0.155"
"1311"," 0.06580","0.0735","4.59e-03"," 2435","0.0800","0.135","0.155"
"1312"," 0.06610","0.0725","6.60e-03"," 3503","0.0800","0.130","0.155"
"1313"," 0.07030","0.0752","1.03e-02"," 5446","0.0800","0.125","0.155"
"1314"," 0.07160","0.0759","1.24e-02"," 6602","0.0800","0.120","0.155"
"1315"," 0.07110","0.0748","1.63e-02"," 8641","0.0800","0.115","0.155"
"1316"," 0.07060","0.0738","1.99e-02","10549","0.0800","0.110","0.155"
"1317"," 0.07070","0.0735","2.58e-02","13690","0.0800","0.105","0.155"
"1318"," 0.07070","0.0733","2.79e-02","14819","0.0800","0.100","0.155"
"1319"," 0.06900","0.0713","3.36e-02","17841","0.0800","0.095","0.155"
"1320"," 0.06720","0.0692","4.25e-02","22568","0.0800","0.090","0.155"
"1321"," 0.06440","0.0748","2.63e-03"," 1399","0.0825","0.140","0.155"
"1322"," 0.06370","0.0711","5.13e-03"," 2725","0.0825","0.135","0.155"
"1323"," 0.06510","0.0711","7.37e-03"," 3912","0.0825","0.130","0.155"
"1324"," 0.06970","0.0744","1.14e-02"," 6058","0.0825","0.125","0.155"
"1325"," 0.07050","0.0746","1.38e-02"," 7322","0.0825","0.120","0.155"
"1326"," 0.07000","0.0735","1.81e-02"," 9596","0.0825","0.115","0.155"
"1327"," 0.06950","0.0726","2.20e-02","11689","0.0825","0.110","0.155"
"1328"," 0.06990","0.0726","2.85e-02","15118","0.0825","0.105","0.155"
"1329"," 0.06970","0.0722","3.08e-02","16371","0.0825","0.100","0.155"
"1330"," 0.06820","0.0705","3.70e-02","19669","0.0825","0.095","0.155"
"1331"," 0.06660","0.0685","4.67e-02","24782","0.0825","0.090","0.155"
"1332"," 0.06230","0.0723","2.90e-03"," 1539","0.0850","0.140","0.155"
"1333"," 0.06200","0.0690","5.66e-03"," 3003","0.0850","0.135","0.155"
"1334"," 0.06340","0.0692","8.10e-03"," 4300","0.0850","0.130","0.155"
"1335"," 0.06790","0.0724","1.26e-02"," 6684","0.0850","0.125","0.155"
"1336"," 0.06910","0.0731","1.52e-02"," 8074","0.0850","0.120","0.155"
"1337"," 0.06870","0.0720","2.00e-02","10605","0.0850","0.115","0.155"
"1338"," 0.06830","0.0713","2.43e-02","12923","0.0850","0.110","0.155"
"1339"," 0.06910","0.0716","3.14e-02","16663","0.0850","0.105","0.155"
"1340"," 0.06890","0.0713","3.39e-02","18020","0.0850","0.100","0.155"
"1341"," 0.06730","0.0695","4.06e-02","21581","0.0850","0.095","0.155"
"1342"," 0.06610","0.0679","5.10e-02","27091","0.0850","0.090","0.155"
"1343"," 0.06250","0.0719","3.23e-03"," 1715","0.0875","0.140","0.155"
"1344"," 0.06160","0.0684","6.29e-03"," 3341","0.0875","0.135","0.155"
"1345"," 0.06310","0.0686","8.96e-03"," 4759","0.0875","0.130","0.155"
"1346"," 0.06770","0.0719","1.39e-02"," 7390","0.0875","0.125","0.155"
"1347"," 0.06890","0.0727","1.68e-02"," 8923","0.0875","0.120","0.155"
"1348"," 0.06890","0.0721","2.20e-02","11675","0.0875","0.115","0.155"
"1349"," 0.06850","0.0714","2.68e-02","14213","0.0875","0.110","0.155"
"1350"," 0.06910","0.0715","3.44e-02","18279","0.0875","0.105","0.155"
"1351"," 0.06900","0.0713","3.72e-02","19748","0.0875","0.100","0.155"
"1352"," 0.06740","0.0695","4.44e-02","23596","0.0875","0.095","0.155"
"1353"," 0.06600","0.0677","5.57e-02","29558","0.0875","0.090","0.155"
"1354"," 0.06210","0.0712","3.53e-03"," 1872","0.0900","0.140","0.155"
"1355"," 0.06030","0.0668","6.89e-03"," 3659","0.0900","0.135","0.155"
"1356"," 0.06210","0.0674","9.80e-03"," 5205","0.0900","0.130","0.155"
"1357"," 0.06620","0.0703","1.52e-02"," 8074","0.0900","0.125","0.155"
"1358"," 0.06740","0.0711","1.84e-02"," 9769","0.0900","0.120","0.155"
"1359"," 0.06770","0.0707","2.41e-02","12795","0.0900","0.115","0.155"
"1360"," 0.06740","0.0701","2.93e-02","15579","0.0900","0.110","0.155"
"1361"," 0.06810","0.0704","3.77e-02","20002","0.0900","0.105","0.155"
"1362"," 0.06800","0.0702","4.06e-02","21579","0.0900","0.100","0.155"
"1363"," 0.06650","0.0685","4.85e-02","25726","0.0900","0.095","0.155"
"1364"," 0.06510","0.0668","6.05e-02","32147","0.0900","0.090","0.155"
"1365"," 0.06240","0.0711","3.86e-03"," 2047","0.0925","0.140","0.155"
"1366"," 0.06070","0.0669","7.52e-03"," 3992","0.0925","0.135","0.155"
"1367"," 0.06230","0.0674","1.07e-02"," 5675","0.0925","0.130","0.155"
"1368"," 0.06590","0.0698","1.66e-02"," 8794","0.0925","0.125","0.155"
"1369"," 0.06720","0.0707","2.00e-02","10641","0.0925","0.120","0.155"
"1370"," 0.06770","0.0707","2.62e-02","13936","0.0925","0.115","0.155"
"1371"," 0.06720","0.0698","3.19e-02","16960","0.0925","0.110","0.155"
"1372"," 0.06760","0.0698","4.10e-02","21749","0.0925","0.105","0.155"
"1373"," 0.06750","0.0696","4.42e-02","23443","0.0925","0.100","0.155"
"1374"," 0.06600","0.0679","5.26e-02","27914","0.0925","0.095","0.155"
"1375"," 0.06460","0.0663","6.55e-02","34794","0.0925","0.090","0.155"
"1376"," 0.06040","0.0689","4.22e-03"," 2240","0.0950","0.140","0.155"
"1377"," 0.05840","0.0644","8.25e-03"," 4382","0.0950","0.135","0.155"
"1378"," 0.06020","0.0652","1.17e-02"," 6217","0.0950","0.130","0.155"
"1379"," 0.06410","0.0678","1.81e-02"," 9623","0.0950","0.125","0.155"
"1380"," 0.06560","0.0689","2.19e-02","11622","0.0950","0.120","0.155"
"1381"," 0.06640","0.0692","2.86e-02","15211","0.0950","0.115","0.155"
"1382"," 0.06620","0.0687","3.48e-02","18453","0.0950","0.110","0.155"
"1383"," 0.06670","0.0689","4.45e-02","23622","0.0950","0.105","0.155"
"1384"," 0.06670","0.0688","4.79e-02","25424","0.0950","0.100","0.155"
"1385"," 0.06520","0.0671","5.69e-02","30211","0.0950","0.095","0.155"
"1386"," 0.06390","0.0655","7.08e-02","37608","0.0950","0.090","0.155"
"1387"," 0.05920","0.0673","4.63e-03"," 2459","0.0975","0.140","0.155"
"1388"," 0.05750","0.0633","8.96e-03"," 4757","0.0975","0.135","0.155"
"1389"," 0.05970","0.0645","1.27e-02"," 6748","0.0975","0.130","0.155"
"1390"," 0.06380","0.0674","1.96e-02","10431","0.0975","0.125","0.155"
"1391"," 0.06540","0.0686","2.37e-02","12608","0.0975","0.120","0.155"
"1392"," 0.06620","0.0689","3.11e-02","16488","0.0975","0.115","0.155"
"1393"," 0.06590","0.0683","3.76e-02","19990","0.0975","0.110","0.155"
"1394"," 0.06600","0.0681","4.81e-02","25559","0.0975","0.105","0.155"
"1395"," 0.06610","0.0681","5.17e-02","27476","0.0975","0.100","0.155"
"1396"," 0.06480","0.0666","6.14e-02","32606","0.0975","0.095","0.155"
"1397"," 0.06360","0.0651","7.63e-02","40512","0.0975","0.090","0.155"
"1398"," 0.05920","0.0669","5.03e-03"," 2672","0.1000","0.140","0.155"
"1399"," 0.05760","0.0631","9.72e-03"," 5159","0.1000","0.135","0.155"
